 ,X,Y,resin.duct.count
1,0.687,4.29,0
2,0.689,4.25,5
3,0.703,4.214,20
4,0.703,4.166,26
5,0.703,4.115,10
6,0.701,4.077,15
7,0.697,4.05,16
8,0.697,3.951,3
9,0.691,3.905,8
10,0.692,3.857,10
11,0.704,3.795,9
12,0.672,3.728,16
13,0.676,3.617,12
14,0.684,3.538,16
15,0.684,3.445,1
16,0.683,3.418,10
17,0.644,3.373,0
18,0.677,3.331,8
19,0.669,3.254,4
20,0.666,3.206,15
21,0.652,3.098,11
22,0.679,2.93,10
23,0.656,2.847,5
24,0.666,2.751,9
25,0.669,2.687,4
26,0.646,2.603,5
27,0.643,2.543,8
28,0.645,2.482,2
29,0.641,2.448,7
30,0.64,2.409,1
31,0.641,2.375,3
32,0.655,2.322,7
33,0.655,2.275,0
34,0.656,2.266,5
35,0.655,2.239,2
36,0.654,2.23,5
37,0.651,2.19,5
38,0.649,2.136,8
39,0.671,2.092,3
40,0.66,2.045,1
41,0.65,2.008,6
42,0.651,1.962,4
43,0.646,1.911,6
44,0.647,1.866,6
45,0.635,1.794,2
46,0.645,1.759,12
47,0.65,1.647,0
48,0.646,1.634,4
49,0.645,1.59,5
50,0.645,1.525,1
51,0.644,1.496,9
52,0.646,1.422,0
53,0.644,1.382,2
54,0.644,1.337,4
55,0.644,1.309,5
56,0.646,1.263,1
57,0.643,1.243,12
58,0.632,1.168,0
59,0.629,1.141,5
60,0.624,1.1,5
61,0.625,1.028,4
62,0.625,0.975,2
63,0.632,0.918,9
64,0.618,0.854,2
65,0.625,0.799,2
66,0.632,0.772,9
67,0.626,0.723,4
68,0.618,0.676,3
69,0.623,0.641,5
70,0.608,0.59,0
71,0.605,0.567,1
72,0.62,0.538,0
73,0.619,0.523,5
74,0.616,0.494,1
75,0.604,0.462,3
76,0.598,0.416,6
77,0.613,0.385,7
78,0.627,0.326,0
79,0.627,0.3,1
80,0.622,0.274,5
81,0.61,0.214,1
82,0.608,0.173,4
83,0.62,0.163,2
84,0.618,0.152,0
85,0.617,0.147,
